1.056992912401017781e+00,1.154750723955431990e+00,-1.755128222014681327e+00,1.477823256605796054e+00,2.110651190640143948e+00,1.095429463645276380e+00,1.494540809122271163e+00,1.960832199251533181e+00,-1.086641370181678390e+00,2.142445007747113106e+00,-1.873133354424934671e+00,-9.310584885877215555e-01,-2.959817343217978070e-01,-1.897160616517964693e-01,5.092481964490682689e-01,-6.440276364678174659e-01,2.074784194372052415e+00,-1.081500773749359406e-01,-7.710692627574334823e-01,-9.523744773297276867e-01,-1.946864848720003538e-01,-4.934681826716502684e-01,-2.245938284743043578e+00,6.047034627000131835e-01,1.429887202354798603e+00,-9.066771749219829646e-01,1.112599834321272851e+00,-2.097052077081360544e+00,-8.955252850279158405e-01,-6.901836462872668054e-01,-9.540408902351358300e-01,9.668654906264939619e-02,-1.660464985759766865e+00,-1.512422853680533530e+00,-3.027965029237615346e-01,6.656082355622793267e-01,2.150545906522874251e+00,-2.336407297036397601e+00,-9.629762254009219813e-01,-5.575153187454870984e-01,-2.846890538441438356e-01,-2.430315729016858217e+00,-1.601233897781713988e+00,4.652311008341613457e-02,5.264594481872958420e-01,1.165090604354517723e+00,4.621950411130816838e-01,5.624629617333131160e-01,1.659557875067038113e+00,8.005770199980007940e-01
1.980355144067026396e+00,5.093709441714904251e-01,-3.854697217460582248e+00,3.167886487187146827e+00,2.132486495976084306e+00,-1.264384061077798993e+00,-2.263773589706766787e-01,6.707946953626269249e-01,3.385992003265764216e-01,1.789335433270174525e+00,2.424152629189952890e+00,2.297299608870617960e-01,4.003180163160981131e+00,1.907189909474262812e+00,2.108519303160289127e+00,8.241232532456268522e-01,2.318168919471831568e+00,9.175447156311909991e-01,5.511538127101821977e-02,-1.908882587668694786e+00,2.718798351807855784e+00,2.007623006511115304e-01,-6.532700460473827020e-01,1.598927454191117370e+00,1.735911495545287009e+00,-1.025666495878379214e+00,-1.151038335663868040e+00,-2.844352841282645983e+00,-2.330645348744608270e-01,1.825769501056208610e-01,-9.956884846214406615e-01,2.158015557803230067e+00,-2.873898710413791968e-01,-1.330880256594127731e-01,-1.223559521988239362e+00,-1.483443292672828262e+00,5.899501181364624758e-01,-1.725642987200101119e+00,-7.668933094653977989e-01,-3.021619720888640281e-01,-1.772281500083992434e+00,-1.109604897651866873e+00,1.000449224330286047e+00,-4.396261301169505087e-01,-2.247959416997057924e-01,-2.436383545991677724e-01,1.830293031350591904e-01,-5.291311079512137638e-01,1.466244296487952958e+00,1.192048600917206963e-01
-3.782437736928115357e-01,2.634364233881973050e+00,-1.302250502996406878e+00,-2.118836270315418879e+00,-6.669886232094116574e-01,-3.722826102289298333e-01,2.656433240762724399e-02,-3.921170039272594110e+00,7.906927663667526751e-01,2.344384193694033502e+00,-1.479086390672557760e+00,-2.016212295252052922e+00,1.876931350110147556e-01,-5.409558770455750176e-01,4.382743519587377623e-01,-1.118597666658246226e+00,-3.062679640188286090e-01,-1.357617561006679019e-01,1.533702457668028707e+00,-3.024982904193372679e+00,1.053383833564131233e+00,5.136367041042119164e-01,-1.097306501936362144e+00,1.385358130728107318e+00,1.284710546168680745e+00,-1.809817726739002985e+00,2.312222714019127157e+00,-1.754329543940538860e+00,-1.994430644456360868e+00,-1.531516167099873815e+00,-5.241996139000705268e-01,5.079503246522921733e-01,-2.438189385138714194e+00,5.484576762668443850e-01,-1.478719876825168589e+00,-2.935169811361417302e+00,-4.997039358551169097e-01,-6.792292872233900436e-01,3.639501504674521604e-01,1.520090012973679849e+00,9.741956389048284093e-01,-2.675909652427595486e-01,-2.590272323610983918e+00,4.593804690375273836e-01,-1.813622776521853552e+00,-1.631780336959504640e-01,1.172269413417054595e+00,9.215920460103829148e-01,7.937740627927133419e-01,1.744088617980564804e-01
6.700844144158001336e-01,-3.788615124661890015e-06,-2.256008946838119922e+00,-2.991057873474763706e+00,-1.219193972347133448e+00,-1.443793911312926781e+00,1.302446189582538549e+00,2.082724561447697020e+00,-1.273281175884449112e+00,1.033785188702245339e+00,-6.043827827804425512e-01,5.996640218150655066e-01,-4.116904494415807858e-01,-4.674359445156403559e-01,2.841537385487223677e+00,3.685165590152797987e-01,-1.606929206719336589e+00,8.484076501309256724e-01,-1.730496244810693307e+00,1.348983636647318463e+00,-8.899046152763580020e-01,7.546894178820957588e-01,-2.978253163341250787e+00,2.886510583690866216e+00,4.996812884653649145e-01,1.036186911857111870e+00,-1.847206591056930858e+00,-2.863139488391805987e-01,-1.733193268125283071e+00,-2.212326979576663799e+00,4.508539321247427567e-02,-1.209210465495564213e+00,-3.445194933278445393e-01,-7.590585359612415095e-01,-1.264547158282146033e-01,-9.736460022021430349e-01,2.761054894241814495e+00,-2.315279551403587988e+00,1.396586998463675400e+00,2.794750956770263084e+00,-8.004514652680617681e-01,-1.023585628008547133e+00,-2.911930969834728433e-01,2.734442011250892354e-02,-1.591271685868558716e+00,5.927710041708884603e-01,1.842241719599999161e+00,-2.977314185815611136e+00,1.297836378600970120e+00,-3.158464805938806519e-01
3.407232301473826386e+00,-9.156258882911328945e-01,1.053960753546187901e+00,-1.842726544654456955e+00,-4.925352262409065096e-01,-7.616359235843226383e-01,3.374462014695120415e-01,9.413075749985559959e-01,-1.160177441308154922e+00,1.292728063370900626e+00,-3.856865155613029006e-02,-1.235532896596069685e+00,1.973032884016769684e+00,-2.536347230485140880e-01,-1.021742787055204271e+00,6.871218745701818120e-01,-1.263688353543746645e+00,5.526524190373439671e-01,1.201871672317727402e+00,5.241098742686409739e-01,-1.509583321040068427e+00,1.940662502050112537e-01,-4.413324050637862928e-01,1.267401958981038801e+00,1.178344434369495541e+00,-1.385929078624840383e+00,2.689814290947421416e+00,-2.305773039006647207e-01,-3.616866514225461682e+00,2.646613624332980308e+00,-1.032231305395474141e+00,5.208339276557995001e-01,-2.148516529109961937e+00,-1.484616313621537342e+00,-1.146194875472537067e+00,-1.152065365270793507e+00,1.872737478918713450e+00,-1.395829092116550596e+00,2.939191761810001080e-01,-4.433866455730382405e+00,-2.937352469940109678e+00,2.583870986340253140e-01,1.017855878543462850e-01,-1.247717070696817920e+00,-1.502616109476490491e+00,3.192148110418499551e-01,-4.780567149785694969e-01,-1.897692640631097438e+00,-6.459857108141758841e-01,3.117400846940506787e-01
-5.199014397540131505e-01,2.496012487207899699e+00,1.476969070580104848e+00,-2.662585166867355913e+00,-4.722960978586964176e-01,7.783044631399602675e-01,-2.129424828233708489e+00,-2.130995369816352181e+00,-2.101315897122306708e+00,1.321784509711002586e+00,1.888469438799628142e+00,1.822101131762693171e+00,-1.252216383260547961e+00,1.332765761000402227e+00,1.051481726288444385e+00,6.551845615992603067e-01,1.221831103535996110e+00,2.764799971058889305e+00,-1.427364316768081176e+00,2.021331525677211860e-01,3.221137003936433985e-01,1.091166448602737926e+00,9.197481464535464113e-01,1.038730166206515371e+00,2.226375337072453942e+00,-1.371054024430839791e+00,1.348389300955214365e+00,-1.557234314141662246e+00,3.503685739654454512e+00,1.163550232290289310e+00,-1.425774009472472237e+00,2.818024607751719660e-02,-1.892619604397969724e+00,-4.889636838334691649e-01,1.247334024952079901e+00,2.820507244763649224e-01,2.456596638504355390e+00,-1.454252655544726380e+00,1.927542182569062401e+00,-5.520278022366760240e-01,-1.792277539268724462e+00,-1.095379522506855663e+00,3.160873318924463105e-01,-1.930247148917040301e+00,-9.589465838307889012e-01,2.067555115224982032e+00,-1.258491697586638480e+00,6.284556794034913407e-01,1.390803390730059652e+00,-1.460850407512736426e+00
-2.356160105074566413e+00,-1.939800301211720868e+00,-2.174199425071874636e-01,-1.502657438902644138e+00,-2.661728843267662792e-01,-2.344776961053178344e+00,-1.915596446943094611e+00,1.196056298725663991e+00,-9.747149005321977810e-01,5.931406936397124463e-01,1.448208641582984457e+00,4.311738940256742425e-01,-1.443926041199501631e+00,1.648015172030516284e+00,1.215232709944565059e-01,-2.155311367644616172e-02,-1.462435014281860068e+00,5.906844757375780963e-01,-1.442691135432238037e+00,-1.982088548387493265e+00,1.711689885722296467e-01,-9.652429547177343930e-03,4.679352499937985965e-02,1.454262086217210093e-01,1.204306178420422091e+00,-2.233026319999093623e+00,6.106971985369141764e-01,3.943331912636284797e-01,-4.354844031949918204e-01,1.072820119975388620e+00,-3.439590107316736756e+00,7.058141947231419966e-01,-1.129192049337827575e+00,5.925906075563091013e-01,-1.943911735226862669e+00,4.374009914394507261e-04,-2.065540566071078221e-01,-2.849978486087335838e+00,-1.424861108002938581e-01,4.026192848363551180e-01,2.476519896970436729e+00,-1.964601377987556408e+00,-4.424306055462550735e-01,2.170684337263051766e+00,2.326627725917894018e+00,2.722204798567882111e-01,-1.911219865854644206e+00,-1.507501002572434468e+00,-1.862985022248930589e+00,3.019813286988352719e+00
9.335144921573342858e-01,-1.833563446600147417e-01,1.518641233934352741e-01,1.285110078243851373e+00,-1.423801227550550719e+00,1.339456926129847236e+00,-2.652427949034241728e+00,2.549997333064977223e-01,-7.529375342911832913e-02,4.591811262322391118e-01,2.560751225072081194e+00,-2.282290770049961282e+00,-2.036905074765149593e+00,1.976934243796288460e+00,2.503644645482099862e-01,7.096583065839329185e-01,-9.817688471509419812e-02,2.039055276789359106e-01,9.052471412852538535e-01,-7.797072606097439351e-01,-1.575464248288890590e-01,1.878850372659587764e+00,-1.725235098638520370e-01,2.191986378027363180e+00,-2.430205434711259826e+00,-1.251997723849568533e+00,-5.443105855842624852e-01,-1.218321577715982817e+00,4.748974668984811548e-02,-1.652005733150325728e-01,-7.772994135736653876e-01,2.972033894078640603e-01,-1.404812444755221712e+00,-1.033514640794995554e+00,-4.155719785051937842e-01,-8.406558293073568278e-01,3.344802251694910744e+00,2.235516342756456609e+00,-1.852790443981681134e-01,-7.999796844479778457e-01,-2.992635052525601802e-01,1.367373388886394259e-01,-3.018246990136462138e+00,3.284418491947320273e+00,1.228231134718415385e+00,2.034887798543881576e+00,-2.174666609793892424e-01,-2.184811045416839903e+00,8.019433368156958508e-01,-1.991768086074971356e+00
1.698641732766637547e-01,-4.572798495677772301e+00,1.282297033321513346e+00,9.433471063815787039e-01,-1.024863104868728447e+00,-1.351017259203345811e+00,3.489596756510752185e-01,-2.798213112240673373e-01,-4.368498433507341655e-02,1.299176063750708598e+00,1.045996871107391257e+00,-7.798096278496680078e-01,-1.779541152921558123e+00,3.773852336721877920e-01,1.291281780962566961e+00,-1.148248941792896050e+00,1.943704342776693572e+00,2.815900655021218446e-01,2.435397538097489711e+00,5.106516084955594614e-01,1.098809528163742222e+00,-1.490244332128291438e+00,-7.350200578124951312e-01,-1.559909176452903279e-01,1.182817294440166034e+00,-3.096075232442636604e+00,-1.811478298049772340e+00,7.403875905794623513e-01,-1.377446830548144652e+00,-9.631854609602133466e-02,-1.384475090868732883e+00,2.768168932034244245e-02,-1.002382970088819381e+00,8.683377555289026883e-01,5.634334494904278401e-01,-1.829344615149668396e-01,1.687221647641226063e+00,-4.972711852145120792e-01,1.582040773847473103e+00,1.314193439854075107e+00,1.438222083705118948e+00,1.586511698154798422e+00,6.909711634917038436e-01,2.257787142759379306e-01,-2.582738001281672080e+00,4.003224064636508928e+00,-1.519971026961096872e+00,1.304247300620912542e+00,1.292742242332841907e-01,-4.386935498465890371e-01
1.459229471694961644e+00,3.183307565991771310e-02,7.916354099147744627e-02,-9.515420380837825709e-01,-1.077483734911442337e+00,-6.623428034849282442e-01,1.018276576554671076e+00,4.152893793804666722e-01,1.294890626216324003e+00,-6.038086109169578108e-01,2.332323089554742435e+00,-1.232564499203644193e+00,-1.169292962047451923e+00,8.933499244593519073e-01,5.061228879707457828e-01,6.542456253475211758e-01,1.050345631713410777e+00,8.361939251832027978e-03,-1.220957149598917019e-01,-4.795796861570548186e-01,-4.929935579257895273e-01,-3.055603147107086026e-01,-8.437304676308269302e-01,7.318111106421143486e-01,6.110265582860521238e-01,-1.944800546816429110e+00,-6.363933354133284315e-01,-1.273286605041605624e+00,-4.761636783336118395e-01,-1.545114280340733337e-01,-1.336549828752978453e+00,-1.082469246948834174e+00,-1.539815941040338254e+00,5.991297435192527443e-01,2.604814890003245842e-01,-1.440243946477584025e+00,3.080037683496561929e+00,-5.248621139940348179e-01,-8.820472617363412926e-01,4.435537066284054863e-01,1.028383790322834335e+00,4.337930732409896462e-01,-4.801776252378028853e-01,-5.167685489813373945e-01,-1.224815217574338533e+00,1.794494178606667489e+00,2.207011458453628783e-01,6.731305437652876367e-02,-1.117941527992789785e+00,1.397032464659886619e+00
