6.396154477328280796e-01,-3.050620522900026055e-01,-1.594797694733248061e+00,-2.542247398702583094e+00,1.540676686538060558e-01,-1.601433355981656925e+00,1.538360900829736311e+00,1.906519441940894843e+00,-4.783470623579457737e-01,-6.351491048829916580e-03,-1.764183088345454564e+00,-1.714294543560199058e+00,-1.084294744732463345e+00,1.053923339493849198e+00,-1.082895434799300283e+00,-1.644307026268659433e+00,1.660255574618168195e+00,1.606758582852169770e+00,-3.160214156232054594e-01,1.417027046420879510e-01,1.621104009575323746e+00,2.506359167641940555e-01,-3.567042197449388663e+00,1.219104902087112530e+00,9.407973191112521949e-01,1.076046794153679292e-01,-1.009182204367211844e+00,2.146285180454035935e+00,5.198138519340160801e-01,-1.072530996552698984e-01,-6.978015292752043353e-01,-8.552021418952696630e-01,-1.672982012673509544e+00,6.888523795335797784e-02,5.905691950785162403e-01,1.996361633122647194e-01,-9.162673517458337358e-01,7.926828003368651121e-01,-2.158712458932996736e-01,1.571620283230830140e-01
-3.528925507494297120e-01,-2.899688676881522209e+00,8.834747845398063792e-02,-3.207326706772260838e+00,2.127694970205768754e-01,-3.409778177027164681e+00,-5.549321310204228253e-01,4.723418305382342530e-01,-3.206452383737277589e+00,-1.635827573281961600e+00,-2.733434603069145208e+00,-2.594762115357740040e+00,3.794243585426209653e-01,2.195454215754923499e+00,8.400914445417970722e-01,-4.269613776826877150e-01,1.198528755971850490e+00,2.193566238840038984e+00,-8.055792980375886536e-01,1.615343618211201093e+00,-3.632939158541955482e+00,-9.400560268979870626e-01,-3.503710460856915176e+00,3.146800739869976549e-01,1.530786579091395705e+00,6.676644501730341075e-01,-7.140770708251696630e-02,1.777581802599913052e+00,1.472210690084886364e+00,6.843047278671484657e-01,2.387867375932161973e-01,-8.392994670308936422e-01,3.226523230887128335e-01,1.878787774895881224e+00,2.842686918168046084e+00,5.288735870200275135e-01,6.666520759497344129e-01,1.357390105975178507e+00,-5.608753719848008634e-01,1.058080624494825761e+00
-3.151866598357105365e-01,-1.147580215090190148e+00,2.201492156774859321e+00,-4.181768332262798538e+00,1.510343033298277238e+00,-2.696402360119173114e+00,1.138416363000708698e+00,2.065032404938633270e+00,-8.895720803889968220e-01,-1.725390774154617057e+00,6.815262554309167164e-01,-2.074308401470460694e+00,-6.300816867672852373e-02,-1.785191302543410519e+00,2.873203514447116302e-01,-4.840940694356088980e-01,2.335642587634929046e-01,-2.419275094043510932e-01,1.574624569178215971e-01,-7.639659824087892126e-01,2.899974822435792632e+00,3.552676243145053370e+00,-1.648009382167894277e+00,6.406278784085478462e-01,8.462250044314405251e-02,1.230031130422795771e+00,2.110385234077453820e+00,8.700133660756003140e-01,1.140681354370447931e+00,3.117997470694937157e+00,-1.262718095771293347e+00,1.892551100457047220e-01,6.357722443966860038e-01,1.107408299731466261e+00,-2.473231461698653266e+00,4.194045002862667459e-01,-2.174019330531207661e+00,-1.829419534792171564e+00,1.854468441364494069e+00,-4.256528407581087747e-01
-5.047019260696086196e-01,1.197105171402192969e+00,-1.314193945629068994e+00,-4.574086669459106469e-01,4.063477755755501852e-01,-3.644139432309811522e+00,1.894580485981302853e-01,-4.280482812705602713e-01,1.253169596213155879e-01,2.085896111907189210e-01,-7.339666523666142917e-01,1.259090887093103905e-01,9.425961591238198045e-02,-9.516538876927997936e-01,-3.306615831729290411e-01,1.254865227874779388e+00,-2.475504082030769215e+00,-1.246409925412247932e-01,-2.048203579545293973e+00,-4.424817622259663352e+00,-6.542744822234085600e-01,1.128766162782856464e+00,-2.287110472034513009e+00,3.031999753580751467e+00,1.831500349362710445e+00,3.823305984837080396e-01,-2.934591672186634415e-01,3.369765550912102281e+00,-9.934470054368377268e-02,1.221070648505960810e+00,4.032136362554277209e-01,-2.658593958295551118e+00,-4.482778055487112168e-01,-3.444870591687181793e+00,-5.533576380586716637e-01,-2.998826906573420992e+00,4.913064869063700213e-01,-9.694266660620359799e-01,-4.265779108046557355e-01,2.827473227732476779e+00
1.014419395361601195e+00,5.479789743079823694e-01,-1.762436020986534624e+00,2.863714156318457604e-01,3.221086034561487121e+00,1.333860176984353219e+00,-6.028235327477800970e-02,2.448295194779038564e+00,-1.038009434790386099e+00,1.732634953352499840e-01,-9.462977064810114136e-01,-4.474011639850828281e+00,-8.185695465454979614e-01,1.007030596188746685e+00,1.723782347788024083e+00,8.636527493148302703e-01,3.688428887444465509e+00,-2.950143709419048577e-01,9.179902516981365557e-02,-2.139642607804597141e+00,6.744069713520918219e-01,7.571246710072931929e-01,-8.279463732458871572e-01,-3.194870198077164325e-01,7.458543850474660397e-01,1.937089241571235299e+00,-1.066525358667905321e+00,1.396728359116613971e+00,-3.082069123360561491e+00,3.872449786575508646e-01,-1.504967132826165455e-01,-6.913699034968487922e-01,-3.243162498908930047e+00,7.943340346071520175e-01,1.873335795902684842e+00,-9.395164543366107957e-01,6.927002482138413519e-01,-3.339873171632088411e+00,9.218773330042405734e-01,2.093310534581330540e+00
8.579630669684470412e-01,3.021871202864603312e-01,1.228970229235494038e+00,-2.699218175552859478e+00,1.086173358014683510e+00,-2.856195693766478416e-01,-1.600852940734730501e+00,3.104367092555079477e+00,1.438453953013811182e+00,2.352523099975819265e-01,-2.260414345831827543e+00,-1.149456423588631981e+00,8.169805216190845210e-01,-8.283910224992185878e-01,3.724663811539045799e+00,-1.488111059903085842e-01,-2.867738062987023051e-01,1.135559623483873848e+00,-9.142592431067116943e-01,-2.064225884730674920e+00,3.582527564218537908e+00,-1.885912963563809885e+00,-1.060995128018383804e+00,-1.229890158249150378e+00,-6.021624787353741654e-02,-3.253375040965011511e+00,2.650576604198145780e+00,-1.525262025020211354e+00,-6.205359317754605836e-02,3.127386685430849633e-01,8.648730568809325225e-01,-3.315027991081475278e+00,-1.045338504312092631e+00,-2.386206259261179907e-01,2.225820295157649120e+00,-2.181019055388269123e+00,1.215862787986662363e+00,1.829099779608595711e+00,-7.686600745989879968e-01,-9.697412440280727131e-01
-9.040653210479286939e-01,-2.899924692999207299e-01,-1.199962005817312161e+00,1.004575705273616837e+00,-1.600065092839869196e+00,-2.921538872772865947e+00,4.606288287692820171e-01,9.217441961816905671e-01,2.175560151534440267e-01,9.467602672103289096e-01,-3.467644718106597801e-01,-2.200556856825634178e+00,5.508239129721250738e-01,8.891423376926715916e-01,2.311045817254734125e+00,-1.850256852532117913e+00,-1.847400756933100796e+00,-6.658375462781830345e-01,-8.501284792985063232e-01,2.817022281000033601e+00,2.665775519162206786e-01,2.063908788957752982e+00,1.210470729748901464e+00,2.133513348084011607e+00,1.428687512971487328e+00,-2.993112414529716325e+00,2.833418478653125239e-01,5.344258321098691589e-01,-2.087518013361140401e+00,-2.411441676287723990e+00,4.547309509995196009e-01,-2.105343968982082981e+00,-1.023066104826275913e+00,1.621768652182121739e+00,4.259880389667403122e-01,-1.561188499963877874e+00,-1.230156785542821929e+00,-8.469226097759759986e-01,4.588505027946808035e+00,-1.503131099430458528e+00
1.283512111888343243e+00,-2.951141353852662963e+00,9.894978410196342278e-01,3.155519827013558154e-01,-6.147869250984195899e-01,1.194143658509653871e+00,-7.516600682467312611e-01,1.293290414827738266e-01,2.003292179643492710e-01,-6.068306264381186088e-03,-3.602099878145465617e+00,9.038396421522568724e-01,2.031723455621449848e+00,-2.851868201238626721e+00,-2.211351928723901891e-02,2.147224750329907561e+00,1.250267939001227901e+00,-3.528832717562754517e+00,-1.311222990719526527e+00,2.238457367530090725e+00,1.230906942007670590e+00,3.859443576098497974e-01,-1.600277573447916213e+00,3.213032320860025326e+00,5.265476544873257669e-01,7.176778351445561865e-01,1.463263579383968560e+00,-5.745699728239175297e-01,-1.921603497966395846e+00,1.384835312547486152e+00,1.990642896764456493e+00,-9.381884668816788952e-01,6.319936727068229398e-01,8.151058538130435682e-01,2.634161493728134129e+00,-1.894950587527163055e+00,-1.555745393980347613e+00,-1.167381057019326152e+00,1.090168368388737263e-01,1.068252822938470681e+00
8.071301500451961708e-01,-8.162756372008107553e-01,8.529798973342811452e-01,2.448246704625599346e+00,2.778730268991818964e+00,-2.967855572512629436e+00,7.492426899655765249e-01,-1.404746837704493378e+00,-4.587394496976082703e-01,-1.246906659668158168e+00,-1.034871604426893521e-01,4.233134387698946344e-01,-1.534553920570066454e+00,1.075927630442836680e+00,2.601769908138320542e+00,3.140809172025770923e+00,2.701953773952219251e+00,-8.944445793642000764e-01,1.570704096474542011e+00,1.316550438120482447e+00,2.848077363157411890e-01,-7.671963540920173630e-01,-1.206134631629322440e+00,1.968550222556139095e+00,5.777474012211625265e-01,-1.850727479422942690e+00,2.695656305592555757e+00,-1.077481452727239830e+00,-1.778818189275601369e-01,-1.806953491550033819e+00,-3.172377138572856747e+00,-1.136574484038699318e+00,1.236197130248187920e-01,-2.507124916329035003e+00,2.694086226760011304e-01,-1.084027862558489819e+00,-2.630812502100943195e+00,-3.957568274839960432e-01,1.435938519573009275e-01,-1.010469181066855349e+00
1.381207041130498636e+00,-1.698325119272610984e+00,-1.276065266123329600e+00,-4.989812779865624437e-01,1.827107464760960864e+00,-9.637709037480192142e-01,2.823087734514479613e-02,1.004270266675323819e+00,7.390119183009631332e-01,-2.462206071060049628e-01,-1.850633747373612303e+00,-5.836805472332720068e-01,-3.686007771273416278e-01,-9.929261945016386592e-01,5.974852529940968826e-02,6.921668727698914170e-01,5.255880321691180912e-01,-9.932734057467752786e-02,2.036932518318689489e+00,9.445906451503280898e-01,-7.924147630746005699e-01,-2.033887004316887737e-01,-9.963244296969453462e-01,2.854638824120071749e+00,4.047003793417063289e-01,7.788865885615268471e-03,2.286015672737319093e+00,2.066460864844286704e-01,-7.285905163583411559e-01,5.052391367844816239e-01,-5.052944393976483983e-01,-1.550453959564454864e+00,-1.625458135165745333e+00,-1.468933491032875738e+00,-1.340906367786748044e-01,1.684854784751312895e-01,-7.074796614480316492e-01,-1.576850666088197572e-01,1.213640878614059559e+00,-8.389921579418524455e-01
