-8.455931469451176685e-01,2.184134659675391443e+00,-5.432414986354361375e-01,2.224923434263585520e+00,1.310256106834662315e+00,2.478122890494089958e+00,1.320174468335998830e+00,1.919084796687519745e+00,-2.340021789599830981e+00,-3.294121811740268413e+00
-4.896063614623576754e+00,4.854521857191688383e+00,6.955146194028718476e-01,6.112376096634589695e-01,-3.303237230284692960e-01,4.814565660965491323e-01,1.694494128547079370e+00,2.779640726326736200e+00,-5.938354753579873524e+00,-5.224283582202130738e+00
2.238271005132052294e-01,-1.044616544097843436e+00,4.637832596953810338e+00,-1.390523801588631203e+00,4.657726562050704011e+00,5.783820365990083978e+00,2.189184643782540629e+00,-1.116143502820499567e+00,-4.215995280216491281e-01,-3.403504678997351096e+00
2.529573438485277492e+00,-2.263589711609247601e+00,-1.631647777313102177e+00,5.476042358844964042e+00,3.144083195038453571e+00,4.124533469060470914e+00,1.344107206063143226e-02,4.990131720209864952e+00,-4.147652681971337074e+00,5.944994512778885021e-01
1.023758497340902407e+00,2.958274469664793349e-01,2.225412713105262341e+00,7.485556297339527987e+00,-9.925651085533963025e-01,-1.481467279074603072e-01,6.562007108738554528e+00,-1.664841650254874628e+00,3.098584118461356063e-01,-2.178677405895136587e+00
-1.090979576250685978e+00,6.037086677442201621e-01,-3.159122909781178379e+00,2.864148365988888223e+00,-7.637447542250339616e-01,4.053256141079420338e+00,-5.904148141835098285e-01,-7.244023935431863848e+00,-4.257424518435539262e+00,2.269825672741153377e-01
-3.487676075478535420e+00,-3.334720930315646648e+00,-4.857693570824842683e-02,3.106527633011525236e+00,-1.117515266949521857e+00,1.764475871737412271e+00,-3.604677961643031114e+00,-1.539524622259172970e+00,2.392414016326515291e+00,-5.761045741796566588e+00
-2.134888144069782445e+00,-1.145158468572959221e+00,2.416090562222217741e+00,5.434526340573692105e-01,-5.278531405053307424e+00,5.660127257917371146e+00,1.299594970598220600e+00,-6.354799230333493254e-01,-1.588115045991467023e+00,1.953529988409397511e+00
-6.920535999182443554e+00,-3.268336766776144486e+00,-1.146535622658922726e+00,1.251743835552125983e+00,2.167538038002988499e-01,2.764526543094944611e+00,1.712732083869706212e+00,1.623878377726584610e+00,2.024451003745161959e+00,1.796217325997059744e+00
-3.219991582360932192e+00,1.636417897547188804e-01,-1.034862500701063004e+00,2.593812944448696367e+00,1.598674110886669553e+00,3.223739155389405031e+00,1.499082256965118543e+00,8.839029710134568285e-01,6.907679448134406153e-01,-8.545874506503466084e-02
