1.270758137278520383e+00,2.517597316030112609e+00,1.775318070517279523e+00,-2.966016408373068347e-01,-1.448600723202478235e+00,8.631180255963818992e-02,2.465064812422385288e+00,3.538407537566656824e-01,-2.137610505639651493e+00,1.134071010915350008e+00,-7.668173786389685942e-01,-2.756442537798884374e+00,2.759268061836922525e-01,1.634449805135326894e+00,-1.710812389102334796e+00,1.441125904892321508e+00,-1.957220511145417063e+00,2.329895150282257799e+00,-7.165515777054642932e-01,-4.158239153158796442e-02,-1.995410390184711336e+00,6.914985828746699204e-01,-8.656466066046553109e-02,8.819595937441309097e-01,3.670262604009140728e-01,8.920365541535725529e-02,1.790858912826059468e+00,4.938370159376364033e-01,-1.483553236541410580e+00,-4.123931622806980557e-01
-1.454250368961969464e+00,4.074072376640118343e+00,5.434249597983482616e-01,1.845708522769535564e+00,-3.710928755324090389e+00,1.701669410640139324e+00,1.723787952501715459e+00,-5.615900874937886922e-01,2.912598404408237029e-01,-9.910854352552156410e-01,5.635685446914843189e-01,-2.775731972338712605e+00,1.499884152204424836e+00,1.805598797423368929e+00,-1.618331050948352390e+00,1.660468665530946630e+00,1.512758560826205634e-01,2.102828319755217112e+00,-2.266380650272193709e+00,3.364987409265587814e+00,-1.327806074654112045e+00,1.183487265766323349e+00,1.601432330609456223e+00,3.614512526332431364e+00,5.147442965989259545e-01,1.798389640293044156e+00,3.688487006243992283e+00,-1.317812580809998968e+00,1.256844706293298586e+00,9.246579635715760359e-01
2.052921935450231494e+00,1.741585176634153909e+00,1.745610724075131737e+00,-3.332992717378399750e+00,-2.740082497251262517e+00,-2.976180850818171297e+00,-6.977160825329439264e-01,2.643891804920180277e+00,-1.656868839600554644e+00,-2.587904839314772332e+00,1.928544944590694088e-01,-2.895871756769393457e+00,-3.642128705986537041e-01,1.543265503682604844e+00,-6.500605472896895387e-01,-2.307653897000427445e+00,-4.884003434120061660e-01,-4.616446438044746747e-01,2.871108898192092362e-01,-1.698471956490182011e+00,-2.457622382566530206e+00,2.112715345024740454e+00,1.342859511975590836e+00,1.212911818072728076e+00,3.277924905757352736e+00,5.877382991908336463e-01,1.067124579632338977e+00,1.392238620339212751e+00,1.655588515678199757e+00,-2.972461939216049842e+00
3.497762718871986198e-01,2.065191415700195154e+00,5.523251189363957536e+00,-1.777407777745120265e+00,7.522369798210212233e-01,1.434643650955281347e+00,1.201050365320519564e+00,-1.415974174832730581e+00,5.141708558717892341e-01,1.502722902411001593e+00,-5.715986674083621821e-01,-6.838014978296770296e-01,-1.558414761237817414e+00,-1.004726688131086343e+00,1.049444594464232328e+00,3.077358054883033045e+00,-2.050868530775800114e-01,-2.545162623364467969e+00,-2.941184148120043140e+00,-6.087906285925585026e-01,2.397775200684413743e+00,1.912763015574719727e+00,-1.863786613079201349e-01,3.141013989620043412e-01,4.803103838887989419e+00,5.825353359597839065e-01,1.880605948817331674e+00,2.630771752646035022e+00,-5.967685897248429239e-01,-1.052541869906630789e-01
2.127268620488819373e+00,1.813401555678175514e+00,-2.524268238190671365e+00,1.209593837915906356e+00,1.090606467759805687e-01,8.864332645713967063e-01,-9.056091262746961412e-01,-5.067310336388981123e-02,-1.732109568628459328e+00,2.427553353926897195e+00,1.787791672533383780e+00,-4.722128266564308063e+00,-1.055248831005595633e+00,9.206234352707778346e-01,1.648623238372637578e+00,3.514883168114150358e+00,-1.704615444476651476e+00,1.390381592383221676e+00,2.802803720831902101e+00,-1.444459992141839511e+00,2.694437451197026601e+00,3.733474707683688720e+00,3.396172652991731877e-01,1.247315189545967540e+00,1.117319779897013865e-01,-1.365405036716371701e+00,1.452827574019852630e+00,2.433139229296875872e+00,1.850387066213511122e+00,1.140791048000660071e-02
-7.942595861318835215e-01,1.471058968883703466e+00,1.323678910122234598e+00,-1.924299386461837680e-01,1.945952837431949689e+00,5.054134334745357116e-01,9.055416094711580266e-01,-1.561302303085029264e+00,-3.814382266304164881e-01,2.283960401440230825e+00,2.564804127100859810e-01,-2.230684965587219182e+00,8.784456255661007296e-01,-3.155695350820866718e+00,1.941960555963556434e+00,-1.599057337353773978e+00,6.737523573323990211e-01,-1.926908791836285662e-01,1.100857045597563699e+00,-7.127118975199187023e-01,-2.565899790525047131e+00,5.122979751576644425e+00,6.211765625492311926e+00,1.380037213810888952e+00,-5.942980880268536881e-01,7.066826534943742022e-01,-1.027180477944380499e+00,-1.601333432555007485e+00,-1.317512698943789529e+00,-2.130161498100485162e-01
1.172515766267261172e+00,-8.054987828379249482e-02,-2.562685822124200374e+00,-3.774776838077532393e+00,-1.099854039492027813e-01,4.424875252131330150e+00,3.357781688027703826e+00,1.287865342008456260e+00,1.237908658667439932e+00,3.161752545735896924e-01,2.219063498088001296e+00,9.320148296824091183e-01,1.397768581470416382e+00,-3.758158133358381336e-01,1.862403019305834073e+00,8.100094018908879923e-01,-2.293577837284200616e+00,2.264310721166133689e-01,-9.878033853996780189e-02,2.561444029956655988e-01,-1.103747686233495173e+00,-3.292890666957551948e-01,8.658711554059282944e-01,3.026618305054191715e+00,2.158539376108899344e+00,-1.943094882369641896e+00,-6.166766360150132131e-01,-1.128767542467026264e+00,-1.006801574690198375e+00,-3.465049047681371786e+00
1.400231982734905456e+00,-3.276410210998586869e+00,1.257363181715829281e-01,-1.504641338468850620e-01,4.341390096209219784e+00,1.703314576302416450e+00,3.367260576333632738e-01,-2.399476745757145868e-01,-2.333817716220491167e+00,-9.719262410078227665e-01,2.320846947209248334e+00,-3.772629803355983746e+00,-1.561043470604461358e+00,-1.710045437935493462e+00,3.241898779541055875e-01,-8.001482697896794560e-01,-1.144605319105666874e+00,1.557250832562886655e+00,-3.246228138894081461e+00,1.891669560831825248e+00,-2.037344428280560393e+00,1.486120416310278358e+00,-1.055391924626723599e+00,8.155309633846018480e-01,1.971251015476835011e+00,1.070020682092934328e+00,5.123119520393100146e-01,-1.926865322602259845e+00,2.578937754408021199e+00,3.997489067862651790e-01
-1.108074319159530807e+00,2.926610535176167871e-01,1.982918143291746205e+00,-4.947447325554842346e-01,9.911903532842817333e-01,2.596235968580754783e+00,-2.007875478665013258e+00,2.492982736343357875e+00,-2.645508537268080662e+00,2.112172100605917535e+00,2.746119922868010543e-01,-1.131848251839688402e+00,1.148070692114491198e+00,2.024235121307653706e+00,1.318810468889280330e+00,1.743103140236042514e-01,-1.588313718133913977e+00,-5.296170315452298993e+00,-2.208756673116068769e-01,2.189232080379239220e-01,-1.315174648868155494e+00,7.703348078592971993e-01,-1.602936106790122217e+00,1.442192073725699686e+00,-1.801053419875076944e+00,-1.590542037299575995e+00,7.613725437417129260e-01,-3.929200476495319894e+00,1.869810152881325349e+00,-1.606912601318495337e+00
2.292458102376486728e+00,6.346445370495256144e-01,4.346766095340323655e-01,-1.238869162369519161e+00,1.473645701668527153e+00,8.287267045209586458e-01,6.692945322141969910e-01,1.822766232913130280e-01,-1.355482985437733268e+00,1.778866286153072851e+00,-7.313250258484716992e-01,-2.573945522565309396e+00,1.292034069042161004e+00,1.522942912585329989e+00,-4.651722128574121290e-02,1.174134551603639026e-01,-6.446866533334211224e-01,-2.172540815765567235e+00,-1.527786519837489365e+00,1.254574253108924564e+00,-2.063758032884168425e-01,1.000807436891208324e+00,1.393708478386823935e-01,2.807702962457248597e-01,1.112760254616431410e-01,-6.027021210916173599e-01,1.730848218230168767e+00,-1.555442297295046572e+00,-2.080425835714857230e-01,-1.387109819492576834e+00
